date,filename,filename_id,fish_detected,confidence,actual_class,predicted_class,reason
2025-01-21,2025-01-21_10_33_54_(18841)_sardine_input.jpeg,(18841)_(2),2,[    0.94546       0.943],Good,Good,0.518
2025-01-21,2025-01-21_10_29_04_(18826)_sardine_input.jpeg,(18826)_(1),2,[    0.94437     0.95378],Good,Good,0.716
2025-01-21,2025-01-21_10_29_04_(18826)_sardine_input.jpeg,(18826)_(2),2,[    0.94437     0.95378],Good,Good,0.916
2025-01-21,2025-01-21_10_19_34_(18781)_sardine_input.jpeg,(18781)_(1),2,[    0.94716     0.92323],Good,Good,0.936
2025-01-21,2025-01-21_10_19_34_(18781)_sardine_input.jpeg,(18781)_(2),2,[    0.94716     0.92323],Good,Bad,Softness-0.35199999809265137
2025-01-21,2025-01-21_10_59_15_(18916)_sardine_input.jpeg,(18916)_(1),2,[      0.935     0.94927],Good,Good,0.872
2025-01-21,2025-01-21_10_59_15_(18916)_sardine_input.jpeg,(18916)_(2),2,[      0.935     0.94927],Good,Good,0.665
2025-01-21,2025-01-21_10_28_03_(18819)_sardine_input.jpeg,(18819)_(1),2,[    0.93215     0.93484],Good,Good,0.882
2025-01-21,2025-01-21_10_28_03_(18819)_sardine_input.jpeg,(18819)_(2),2,[    0.93215     0.93484],Good,Good,0.587
2025-01-21,2025-01-21_10_24_33_(18808)_sardine_input.jpeg,(18808)_(1),2,[    0.92445     0.96093],Good,Good,0.925
2025-01-21,2025-01-21_10_24_33_(18808)_sardine_input.jpeg,(18808)_(2),2,[    0.92445     0.96093],Good,Good,0.627
2025-01-21,2025-01-21_10_57_10_(18901)_sardine_input.jpeg,(18901)_(1),2,[    0.93637     0.95475],Good,Good,0.837
2025-01-21,2025-01-21_10_57_10_(18901)_sardine_input.jpeg,(18901)_(2),2,[    0.93637     0.95475],Good,Good,0.544
2025-01-21,2025-01-21_10_22_38_(18796)_sardine_input.jpeg,(18796)_(1),2,[    0.93073     0.93718],Good,Good,0.945
2025-01-21,2025-01-21_10_22_38_(18796)_sardine_input.jpeg,(18796)_(2),2,[    0.93073     0.93718],Good,Bad,Softness-0.46399998664855957
2025-01-21,2025-01-21_10_14_01_(18756)_sardine_input.jpeg,(18756)_(1),2,[    0.93902      0.9514],Good,Good,0.77
2025-01-21,2025-01-21_10_14_01_(18756)_sardine_input.jpeg,(18756)_(2),2,[    0.93902      0.9514],Good,Bad,Softness-0.3709999918937683
2025-01-21,2025-01-21_10_30_59_(18836)_sardine_input.jpeg,(18836)_(1),2,[    0.93423     0.94211],Good,Good,0.834
2025-01-21,2025-01-21_10_30_59_(18836)_sardine_input.jpeg,(18836)_(2),2,[    0.93423     0.94211],Good,Good,0.902
2025-01-21,2025-01-21_10_16_36_(18769)_sardine_input.jpeg,(18769)_(1),2,[    0.93188     0.94366],Good,Good,0.956
2025-01-21,2025-01-21_10_16_36_(18769)_sardine_input.jpeg,(18769)_(2),2,[    0.93188     0.94366],Good,Good,0.983
2025-01-21,2025-01-21_10_51_08_(18870)_sardine_input.jpeg,(18870)_(1),2,[    0.94757     0.93206],Good,Bad,Softness-0.19200000166893005
2025-01-21,2025-01-21_10_51_08_(18870)_sardine_input.jpeg,(18870)_(2),2,[    0.94757     0.93206],Good,Good,0.789
2025-01-21,2025-01-21_10_23_01_(18798)_sardine_input.jpeg,(18798)_(1),2,[    0.94557     0.92161],Good,Good,0.795
2025-01-21,2025-01-21_10_23_01_(18798)_sardine_input.jpeg,(18798)_(2),2,[    0.94557     0.92161],Good,Bad,Softness-0.4180000126361847
2025-01-21,2025-01-21_10_59_34_(18918)_sardine_input.jpeg,(18918)_(1),2,[    0.94724     0.95713],Good,Good,0.545
2025-01-21,2025-01-21_10_59_34_(18918)_sardine_input.jpeg,(18918)_(2),2,[    0.94724     0.95713],Good,Good,0.563
2025-01-21,2025-01-21_10_34_34_(18845)_sardine_input.jpeg,(18845)_(1),2,[    0.93671     0.93719],Good,Good,0.632
2025-01-21,2025-01-21_10_34_34_(18845)_sardine_input.jpeg,(18845)_(2),2,[    0.93671     0.93719],Good,Bad,Softness-0.06300000101327896
2025-01-21,2025-01-21_10_25_04_(18809)_sardine_input.jpeg,(18809)_(1),2,[    0.93661     0.94566],Good,Good,0.572
2025-01-21,2025-01-21_10_25_04_(18809)_sardine_input.jpeg,(18809)_(2),2,[    0.93661     0.94566],Good,Good,0.821
2025-01-21,2025-01-21_10_27_24_(18815)_sardine_input.jpeg,(18815)_(1),2,[    0.94147     0.94813],Good,Good,0.883
2025-01-21,2025-01-21_10_27_24_(18815)_sardine_input.jpeg,(18815)_(2),2,[    0.94147     0.94813],Good,Good,0.662
2025-01-21,2025-01-21_10_27_32_(18816)_sardine_input.jpeg,(18816)_(1),2,[    0.95087     0.94577],Good,Good,0.806
2025-01-21,2025-01-21_10_27_32_(18816)_sardine_input.jpeg,(18816)_(2),2,[    0.95087     0.94577],Good,Good,0.935
2025-01-21,2025-01-21_10_35_00_(18848)_sardine_input.jpeg,(18848)_(1),2,[    0.94468     0.93332],Good,Bad,Softness-0.42899999022483826
2025-01-21,2025-01-21_10_35_00_(18848)_sardine_input.jpeg,(18848)_(2),2,[    0.94468     0.93332],Good,Good,0.908
2025-01-21,2025-01-21_10_57_18_(18902)_sardine_input.jpeg,(18902)_(1),2,[    0.95127     0.94886],Good,Good,0.574
2025-01-21,2025-01-21_10_57_18_(18902)_sardine_input.jpeg,(18902)_(2),2,[    0.95127     0.94886],Good,Good,0.616
2025-01-21,2025-01-21_10_24_05_(18805)_sardine_input.jpeg,(18805)_(1),2,[    0.92823      0.9171],Good,Good,0.52
2025-01-21,2025-01-21_10_24_05_(18805)_sardine_input.jpeg,(18805)_(2),2,[    0.92823      0.9171],Good,Good,0.951
2025-01-21,2025-01-21_10_35_52_(18853)_sardine_input.jpeg,(18853)_(1),2,[    0.92788     0.92302],Good,Good,0.652
2025-01-21,2025-01-21_10_35_52_(18853)_sardine_input.jpeg,(18853)_(2),2,[    0.92788     0.92302],Good,Bad,Softness-0.13500000536441803
2025-01-21,2025-01-21_10_18_22_(18778)_sardine_input.jpeg,(18778)_(1),2,[    0.92528     0.91465],Good,Good,0.987
2025-01-21,2025-01-21_10_18_22_(18778)_sardine_input.jpeg,(18778)_(2),2,[    0.92528     0.91465],Good,Good,0.976
2025-01-21,2025-01-21_10_29_33_(18829)_sardine_input.jpeg,(18829)_(1),2,[     0.9256     0.94968],Good,Good,0.633
2025-01-21,2025-01-21_10_29_33_(18829)_sardine_input.jpeg,(18829)_(2),2,[     0.9256     0.94968],Good,Good,0.571
2025-01-21,2025-01-21_10_34_04_(18842)_sardine_input.jpeg,(18842)_(1),2,[    0.91382     0.93399],Good,Bad,Softness-0.03999999910593033
2025-01-21,2025-01-21_10_34_04_(18842)_sardine_input.jpeg,(18842)_(2),2,[    0.91382     0.93399],Good,Good,0.761
2025-01-21,2025-01-21_10_58_40_(18912)_sardine_input.jpeg,(18912)_(1),2,[    0.93672     0.94912],Good,Good,0.924
2025-01-21,2025-01-21_10_58_40_(18912)_sardine_input.jpeg,(18912)_(2),2,[    0.93672     0.94912],Good,Good,0.923
2025-01-21,2025-01-21_10_53_46_(18880)_sardine_input.jpeg,(18880)_(1),2,[    0.93775     0.94265],Good,Good,0.896
2025-01-21,2025-01-21_10_53_46_(18880)_sardine_input.jpeg,(18880)_(2),2,[    0.93775     0.94265],Good,Good,0.932
2025-01-21,2025-01-21_10_26_21_(18812)_sardine_input.jpeg,(18812)_(1),2,[    0.93382     0.94518],Good,Bad,Softness-0.47200000286102295
2025-01-21,2025-01-21_10_26_21_(18812)_sardine_input.jpeg,(18812)_(2),2,[    0.93382     0.94518],Good,Good,0.872
2025-01-21,2025-01-21_10_57_57_(18907)_sardine_input.jpeg,(18907)_(1),2,[      0.942     0.95813],Good,Good,0.779
2025-01-21,2025-01-21_10_57_57_(18907)_sardine_input.jpeg,(18907)_(2),2,[      0.942     0.95813],Good,Good,0.584
2025-01-21,2025-01-21_10_55_04_(18887)_sardine_input.jpeg,(18887)_(1),2,[    0.93973     0.94285],Good,Good,0.96
2025-01-21,2025-01-21_10_55_04_(18887)_sardine_input.jpeg,(18887)_(2),2,[    0.93973     0.94285],Good,Bad,Softness-0.15600000321865082
2025-01-21,2025-01-21_10_23_36_(18802)_sardine_input.jpeg,(18802)_(1),2,[    0.91288     0.95681],Good,Good,0.789
2025-01-21,2025-01-21_10_23_36_(18802)_sardine_input.jpeg,(18802)_(2),2,[    0.91288     0.95681],Good,Bad,Softness-0.2759999930858612
2025-01-21,2025-01-21_10_56_46_(18898)_sardine_input.jpeg,(18898)_(1),2,[    0.93489     0.93628],Good,Bad,Softness-0.1340000033378601
2025-01-21,2025-01-21_10_56_46_(18898)_sardine_input.jpeg,(18898)_(2),2,[    0.93489     0.93628],Good,Good,0.803
2025-01-21,2025-01-21_10_14_35_(18759)_sardine_input.jpeg,(18759)_(1),2,[    0.93756     0.94546],Good,Bad,Softness-0.2980000078678131
2025-01-21,2025-01-21_10_14_35_(18759)_sardine_input.jpeg,(18759)_(2),2,[    0.93756     0.94546],Good,Good,0.917
2025-01-21,2025-01-21_10_35_22_(18850)_sardine_input.jpeg,(18850)_(1),2,[    0.93015     0.94268],Good,Good,0.76
2025-01-21,2025-01-21_10_35_22_(18850)_sardine_input.jpeg,(18850)_(2),2,[    0.93015     0.94268],Good,Bad,Softness-0.4620000123977661
2025-01-21,2025-01-21_10_35_11_(18849)_sardine_input.jpeg,(18849)_(1),2,[    0.93761     0.92375],Good,Good,0.768
2025-01-21,2025-01-21_10_35_11_(18849)_sardine_input.jpeg,(18849)_(2),2,[    0.93761     0.92375],Good,Good,0.685
2025-01-21,2025-01-21_10_54_12_(18882)_sardine_input.jpeg,(18882)_(1),2,[    0.92675     0.91566],Good,Bad,Softness-0.1459999978542328
2025-01-21,2025-01-21_10_54_12_(18882)_sardine_input.jpeg,(18882)_(2),2,[    0.92675     0.91566],Good,Good,0.848
2025-01-21,2025-01-21_10_30_41_(18834)_sardine_input.jpeg,(18834)_(1),2,[    0.92749     0.94239],Good,Good,0.749
2025-01-21,2025-01-21_10_30_41_(18834)_sardine_input.jpeg,(18834)_(2),2,[    0.92749     0.94239],Good,Good,0.866
2025-01-21,2025-01-21_10_58_32_(18911)_sardine_input.jpeg,(18911)_(1),2,[    0.95623       0.961],Good,Good,0.79
2025-01-21,2025-01-21_10_58_32_(18911)_sardine_input.jpeg,(18911)_(2),2,[    0.95623       0.961],Good,Good,0.808
2025-01-21,2025-01-21_10_16_18_(18767)_sardine_input.jpeg,(18767)_(1),2,[    0.94387      0.9445],Good,Good,0.991
2025-01-21,2025-01-21_10_16_18_(18767)_sardine_input.jpeg,(18767)_(2),2,[    0.94387      0.9445],Good,Bad,Softness-0.3409999907016754
2025-01-21,2025-01-21_10_53_28_(18878)_sardine_input.jpeg,(18878)_(1),2,[    0.93588     0.95207],Good,Good,0.54
2025-01-21,2025-01-21_10_53_28_(18878)_sardine_input.jpeg,(18878)_(2),2,[    0.93588     0.95207],Good,Good,0.543
2025-01-21,2025-01-21_10_29_49_(18830)_sardine_input.jpeg,(18830)_(1),2,[      0.933     0.92678],Good,Good,0.896
2025-01-21,2025-01-21_10_29_49_(18830)_sardine_input.jpeg,(18830)_(2),2,[      0.933     0.92678],Good,Bad,Softness-0.23100000619888306
2025-01-21,2025-01-21_10_15_46_(18764)_sardine_input.jpeg,(18764)_(1),2,[    0.93991     0.92918],Good,Good,0.543
2025-01-21,2025-01-21_10_15_46_(18764)_sardine_input.jpeg,(18764)_(2),2,[    0.93991     0.92918],Good,Good,0.798
2025-01-21,2025-01-21_10_54_27_(18883)_sardine_input.jpeg,(18883)_(1),2,[    0.94389     0.93442],Good,Bad,Softness-0.14100000262260437
2025-01-21,2025-01-21_10_54_27_(18883)_sardine_input.jpeg,(18883)_(2),2,[    0.94389     0.93442],Good,Good,0.977
2025-01-21,2025-01-21_10_28_22_(18821)_sardine_input.jpeg,(18821)_(1),2,[    0.94219     0.94175],Good,Good,0.866
2025-01-21,2025-01-21_10_28_22_(18821)_sardine_input.jpeg,(18821)_(2),2,[    0.94219     0.94175],Good,Good,0.814
2025-01-21,2025-01-21_10_28_30_(18822)_sardine_input.jpeg,(18822)_(1),2,[     0.9298     0.93987],Good,Good,0.768
2025-01-21,2025-01-21_10_28_30_(18822)_sardine_input.jpeg,(18822)_(2),2,[     0.9298     0.93987],Good,Bad,Softness-0.11999999731779099
2025-01-21,2025-01-21_10_23_57_(18804)_sardine_input.jpeg,(18804)_(1),2,[     0.9362     0.94067],Good,Good,0.755
2025-01-21,2025-01-21_10_23_57_(18804)_sardine_input.jpeg,(18804)_(2),2,[     0.9362     0.94067],Good,Good,0.847
2025-01-21,2025-01-21_10_59_25_(18917)_sardine_input.jpeg,(18917)_(1),2,[    0.95071     0.95019],Good,Good,0.803
2025-01-21,2025-01-21_10_59_25_(18917)_sardine_input.jpeg,(18917)_(2),2,[    0.95071     0.95019],Good,Bad,Softness-0.1459999978542328
2025-01-21,2025-01-21_10_56_01_(18894)_sardine_input.jpeg,(18894)_(1),2,[    0.93209     0.95021],Good,Good,0.961
2025-01-21,2025-01-21_10_56_01_(18894)_sardine_input.jpeg,(18894)_(2),2,[    0.93209     0.95021],Good,Good,0.938
2025-01-21,2025-01-21_10_18_12_(18777)_sardine_input.jpeg,(18777)_(1),2,[    0.93939     0.95053],Good,Bad,Softness-0.10499999672174454
2025-01-21,2025-01-21_10_18_12_(18777)_sardine_input.jpeg,(18777)_(2),2,[    0.93939     0.95053],Good,Bad,Softness-0.3370000123977661
2025-01-21,2025-01-21_10_56_36_(18897)_sardine_input.jpeg,(18897)_(1),2,[    0.94321     0.93977],Good,Good,0.961
2025-01-21,2025-01-21_10_56_36_(18897)_sardine_input.jpeg,(18897)_(2),2,[    0.94321     0.93977],Good,Good,0.876
2025-01-21,2025-01-21_10_14_23_(18758)_sardine_input.jpeg,(18758)_(1),2,[    0.93529     0.93893],Good,Good,0.959
2025-01-21,2025-01-21_10_14_23_(18758)_sardine_input.jpeg,(18758)_(2),2,[    0.93529     0.93893],Good,Good,0.893
2025-01-21,2025-01-21_10_15_55_(18765)_sardine_input.jpeg,(18765)_(1),2,[    0.93798     0.93715],Good,Good,0.502
2025-01-21,2025-01-21_10_15_55_(18765)_sardine_input.jpeg,(18765)_(2),2,[    0.93798     0.93715],Good,Good,0.873
2025-01-21,2025-01-21_10_56_55_(18899)_sardine_input.jpeg,(18899)_(1),2,[    0.93603     0.94587],Good,Good,0.933
2025-01-21,2025-01-21_10_56_55_(18899)_sardine_input.jpeg,(18899)_(2),2,[    0.93603     0.94587],Good,Good,0.908
2025-01-21,2025-01-21_10_58_16_(18909)_sardine_input.jpeg,(18909)_(1),2,[    0.93814     0.93037],Good,Good,0.805
2025-01-21,2025-01-21_10_58_16_(18909)_sardine_input.jpeg,(18909)_(2),2,[    0.93814     0.93037],Good,Bad,Softness-0.2939999997615814
2025-01-21,2025-01-21_10_28_47_(18824)_sardine_input.jpeg,(18824)_(1),2,[    0.93883     0.92953],Good,Bad,Softness-0.10000000149011612
2025-01-21,2025-01-21_10_28_47_(18824)_sardine_input.jpeg,(18824)_(2),2,[    0.93883     0.92953],Good,Good,0.701
2025-01-21,2025-01-21_10_17_51_(18775)_sardine_input.jpeg,(18775)_(1),2,[    0.94102     0.95713],Good,Bad,Softness-0.43700000643730164
2025-01-21,2025-01-21_10_17_51_(18775)_sardine_input.jpeg,(18775)_(2),2,[    0.94102     0.95713],Good,Good,0.869
2025-01-21,2025-01-21_10_59_06_(18915)_sardine_input.jpeg,(18915)_(1),2,[    0.94549     0.95034],Good,Good,0.926
2025-01-21,2025-01-21_10_59_06_(18915)_sardine_input.jpeg,(18915)_(2),2,[    0.94549     0.95034],Good,Bad,Softness-0.3009999990463257
2025-01-21,2025-01-21_10_55_12_(18888)_sardine_input.jpeg,(18888)_(1),2,[    0.94537     0.93283],Good,Good,0.804
2025-01-21,2025-01-21_10_55_12_(18888)_sardine_input.jpeg,(18888)_(2),2,[    0.94537     0.93283],Good,Good,0.894
2025-01-21,2025-01-21_10_34_44_(18846)_sardine_input.jpeg,(18846)_(1),2,[    0.94951     0.94802],Good,Good,0.665
2025-01-21,2025-01-21_10_34_44_(18846)_sardine_input.jpeg,(18846)_(2),2,[    0.94951     0.94802],Good,Good,0.856
2025-01-21,2025-01-21_10_23_27_(18801)_sardine_input.jpeg,(18801)_(1),2,[    0.94051     0.93906],Good,Bad,Softness-0.06700000166893005
2025-01-21,2025-01-21_10_23_27_(18801)_sardine_input.jpeg,(18801)_(2),2,[    0.94051     0.93906],Good,Good,0.938
2025-01-21,2025-01-21_10_13_40_(18754)_sardine_input.jpeg,(18754)_(1),2,[    0.93418     0.94887],Good,Good,0.833
2025-01-21,2025-01-21_10_13_40_(18754)_sardine_input.jpeg,(18754)_(2),2,[    0.93418     0.94887],Good,Good,0.648
2025-01-21,2025-01-21_10_23_46_(18803)_sardine_input.jpeg,(18803)_(1),2,[    0.93259     0.93237],Good,Good,0.506
2025-01-21,2025-01-21_10_23_46_(18803)_sardine_input.jpeg,(18803)_(2),2,[    0.93259     0.93237],Good,Bad,Softness-0.49399998784065247
2025-01-21,2025-01-21_10_35_32_(18851)_sardine_input.jpeg,(18851)_(1),2,[    0.92919     0.94578],Good,Bad,Softness-0.05900000035762787
2025-01-21,2025-01-21_10_35_32_(18851)_sardine_input.jpeg,(18851)_(2),2,[    0.92919     0.94578],Good,Good,0.685
2025-01-21,2025-01-21_10_27_13_(18814)_sardine_input.jpeg,(18814)_(1),2,[    0.94179     0.93585],Good,Good,0.967
2025-01-21,2025-01-21_10_27_13_(18814)_sardine_input.jpeg,(18814)_(2),2,[    0.94179     0.93585],Good,Good,0.816
2025-01-21,2025-01-21_10_31_06_(18837)_sardine_input.jpeg,(18837)_(1),2,[    0.93184     0.94582],Good,Good,0.966
2025-01-21,2025-01-21_10_31_06_(18837)_sardine_input.jpeg,(18837)_(2),2,[    0.93184     0.94582],Good,Bad,Softness-0.1889999955892563
2025-01-21,2025-01-21_10_55_46_(18892)_sardine_input.jpeg,(18892)_(1),2,[    0.93307     0.93658],Good,Good,0.594
2025-01-21,2025-01-21_10_55_46_(18892)_sardine_input.jpeg,(18892)_(2),2,[    0.93307     0.93658],Good,Good,0.959
2025-01-21,2025-01-21_10_57_03_(18900)_sardine_input.jpeg,(18900)_(1),2,[    0.95308     0.95334],Good,Good,0.862
2025-01-21,2025-01-21_10_57_03_(18900)_sardine_input.jpeg,(18900)_(2),2,[    0.95308     0.95334],Good,Good,0.954
2025-01-21,2025-01-21_10_51_00_(18869)_sardine_input.jpeg,(18869)_(1),2,[    0.93014     0.94058],Good,Good,0.961
2025-01-21,2025-01-21_10_51_00_(18869)_sardine_input.jpeg,(18869)_(2),2,[    0.93014     0.94058],Good,Good,0.954
2025-01-21,2025-01-21_10_53_54_(18881)_sardine_input.jpeg,(18881)_(1),2,[    0.94218     0.93378],Good,Good,0.708
2025-01-21,2025-01-21_10_53_54_(18881)_sardine_input.jpeg,(18881)_(2),2,[    0.94218     0.93378],Good,Good,0.736
2025-01-21,2025-01-21_10_19_23_(18780)_sardine_input.jpeg,(18780)_(1),2,[     0.9408     0.93519],Good,Good,0.587
2025-01-21,2025-01-21_10_19_23_(18780)_sardine_input.jpeg,(18780)_(2),2,[     0.9408     0.93519],Good,Good,0.717
2025-01-21,2025-01-21_10_29_24_(18828)_sardine_input.jpeg,(18828)_(1),2,[    0.92859     0.93324],Good,Good,0.847
2025-01-21,2025-01-21_10_29_24_(18828)_sardine_input.jpeg,(18828)_(2),2,[    0.92859     0.93324],Good,Good,0.821
2025-01-21,2025-01-21_10_17_31_(18773)_sardine_input.jpeg,(18773)_(1),2,[    0.94643     0.95417],Good,Good,0.973
2025-01-21,2025-01-21_10_17_31_(18773)_sardine_input.jpeg,(18773)_(2),2,[    0.94643     0.95417],Good,Good,0.673
2025-01-21,2025-01-21_10_27_54_(18818)_sardine_input.jpeg,(18818)_(1),2,[    0.93858      0.9436],Good,Good,0.696
2025-01-21,2025-01-21_10_27_54_(18818)_sardine_input.jpeg,(18818)_(2),2,[    0.93858      0.9436],Good,Good,0.788
2025-01-21,2025-01-21_10_56_12_(18895)_sardine_input.jpeg,(18895)_(1),2,[    0.95149      0.9528],Good,Good,0.906
2025-01-21,2025-01-21_10_56_12_(18895)_sardine_input.jpeg,(18895)_(2),2,[    0.95149      0.9528],Good,Bad,Softness-0.4230000078678131
2025-01-21,2025-01-21_10_22_12_(18793)_sardine_input.jpeg,(18793)_(1),2,[    0.93303     0.94724],Good,Good,0.941
2025-01-21,2025-01-21_10_22_12_(18793)_sardine_input.jpeg,(18793)_(2),2,[    0.93303     0.94724],Good,Good,0.93
2025-01-21,2025-01-21_10_57_32_(18904)_sardine_input.jpeg,(18904)_(1),2,[    0.93882     0.95487],Good,Good,0.941
2025-01-21,2025-01-21_10_57_32_(18904)_sardine_input.jpeg,(18904)_(2),2,[    0.93882     0.95487],Good,Good,0.729
2025-01-21,2025-01-21_10_23_11_(18799)_sardine_input.jpeg,(18799)_(1),2,[    0.93542     0.94849],Good,Good,0.938
2025-01-21,2025-01-21_10_23_11_(18799)_sardine_input.jpeg,(18799)_(2),2,[    0.93542     0.94849],Good,Good,0.775
2025-01-21,2025-01-21_10_25_13_(18810)_sardine_input.jpeg,(18810)_(1),2,[    0.93032     0.92908],Good,Bad,Softness-0.03700000047683716
2025-01-21,2025-01-21_10_25_13_(18810)_sardine_input.jpeg,(18810)_(2),2,[    0.93032     0.92908],Good,Good,0.966
2025-01-21,2025-01-21_10_58_06_(18908)_sardine_input.jpeg,(18908)_(1),2,[    0.94567     0.94192],Good,Bad,Softness-0.2540000081062317
2025-01-21,2025-01-21_10_58_06_(18908)_sardine_input.jpeg,(18908)_(2),2,[    0.94567     0.94192],Good,Bad,Softness-0.3400000035762787
2025-01-21,2025-01-21_10_30_50_(18835)_sardine_input.jpeg,(18835)_(1),2,[    0.92149     0.94108],Good,Good,0.865
2025-01-21,2025-01-21_10_30_50_(18835)_sardine_input.jpeg,(18835)_(2),2,[    0.92149     0.94108],Good,Good,0.764
2025-01-21,2025-01-21_10_18_01_(18776)_sardine_input.jpeg,(18776)_(1),2,[     0.9403     0.92175],Good,Good,0.962
2025-01-21,2025-01-21_10_18_01_(18776)_sardine_input.jpeg,(18776)_(2),2,[     0.9403     0.92175],Good,Bad,Softness-0.24300000071525574
2025-01-21,2025-01-21_10_58_49_(18913)_sardine_input.jpeg,(18913)_(1),2,[    0.93628     0.93971],Good,Good,0.95
2025-01-21,2025-01-21_10_58_49_(18913)_sardine_input.jpeg,(18913)_(2),2,[    0.93628     0.93971],Good,Bad,Softness-0.10000000149011612
2025-01-21,2025-01-21_10_28_38_(18823)_sardine_input.jpeg,(18823)_(1),2,[    0.94001     0.93578],Good,Good,0.965
2025-01-21,2025-01-21_10_28_38_(18823)_sardine_input.jpeg,(18823)_(2),2,[    0.94001     0.93578],Good,Bad,Softness-0.39399999380111694
2025-01-21,2025-01-21_10_54_56_(18886)_sardine_input.jpeg,(18886)_(1),2,[     0.9375     0.93762],Good,Good,0.718
2025-01-21,2025-01-21_10_54_56_(18886)_sardine_input.jpeg,(18886)_(2),2,[     0.9375     0.93762],Good,Bad,Softness-0.4749999940395355
2025-01-21,2025-01-21_10_58_58_(18914)_sardine_input.jpeg,(18914)_(1),2,[    0.94473     0.93985],Good,Bad,Softness-0.29499998688697815
2025-01-21,2025-01-21_10_58_58_(18914)_sardine_input.jpeg,(18914)_(2),2,[    0.94473     0.93985],Good,Good,0.913
2025-01-21,2025-01-21_10_22_22_(18794)_sardine_input.jpeg,(18794)_(1),2,[     0.9291     0.92402],Good,Bad,Softness-0.3059999942779541
2025-01-21,2025-01-21_10_22_22_(18794)_sardine_input.jpeg,(18794)_(2),2,[     0.9291     0.92402],Good,Good,0.984
2025-01-21,2025-01-21_10_52_52_(18874)_sardine_input.jpeg,(18874)_(1),2,[    0.95567     0.92564],Good,Good,0.869
2025-01-21,2025-01-21_10_52_52_(18874)_sardine_input.jpeg,(18874)_(2),2,[    0.95567     0.92564],Good,Good,0.675
2025-01-21,2025-01-21_10_22_30_(18795)_sardine_input.jpeg,(18795)_(1),2,[    0.93767     0.95254],Good,Good,0.857
2025-01-21,2025-01-21_10_22_30_(18795)_sardine_input.jpeg,(18795)_(2),2,[    0.93767     0.95254],Good,Good,0.837
2025-01-21,2025-01-21_10_58_25_(18910)_sardine_input.jpeg,(18910)_(1),2,[    0.92901     0.94482],Good,Good,0.791
2025-01-21,2025-01-21_10_58_25_(18910)_sardine_input.jpeg,(18910)_(2),2,[    0.92901     0.94482],Good,Good,0.737
2025-01-21,2025-01-21_10_28_56_(18825)_sardine_input.jpeg,(18825)_(1),2,[    0.95425     0.95105],Good,Good,0.978
2025-01-21,2025-01-21_10_28_56_(18825)_sardine_input.jpeg,(18825)_(2),2,[    0.95425     0.95105],Good,Good,0.929
2025-01-21,2025-01-21_10_34_14_(18843)_sardine_input.jpeg,(18843)_(1),2,[    0.94479     0.94912],Good,Bad,Softness-0.28299999237060547
2025-01-21,2025-01-21_10_34_14_(18843)_sardine_input.jpeg,(18843)_(2),2,[    0.94479     0.94912],Good,Good,0.555
2025-01-21,2025-01-21_10_27_41_(18817)_sardine_input.jpeg,(18817)_(1),2,[    0.94455     0.93505],Good,Good,0.618
2025-01-21,2025-01-21_10_27_41_(18817)_sardine_input.jpeg,(18817)_(2),2,[    0.94455     0.93505],Good,Good,0.904
2025-01-21,2025-01-21_10_15_14_(18761)_sardine_input.jpeg,(18761)_(1),2,[    0.93745     0.95484],Good,Good,0.876
2025-01-21,2025-01-21_10_15_14_(18761)_sardine_input.jpeg,(18761)_(2),2,[    0.93745     0.95484],Good,Bad,Softness-0.11999999731779099
2025-01-21,2025-01-21_10_52_43_(18873)_sardine_input.jpeg,(18873)_(1),2,[    0.93041     0.95015],Good,Good,0.81
2025-01-21,2025-01-21_10_52_43_(18873)_sardine_input.jpeg,(18873)_(2),2,[    0.93041     0.95015],Good,Good,0.703
2025-01-21,2025-01-21_10_55_37_(18891)_sardine_input.jpeg,(18891)_(1),2,[    0.92398     0.93423],Good,Good,0.785
2025-01-21,2025-01-21_10_55_37_(18891)_sardine_input.jpeg,(18891)_(2),2,[    0.92398     0.93423],Good,Good,0.987
2025-01-21,2025-01-21_10_16_46_(18770)_sardine_input.jpeg,(18770)_(1),2,[    0.94831     0.95091],Good,Good,0.803
2025-01-21,2025-01-21_10_16_46_(18770)_sardine_input.jpeg,(18770)_(2),2,[    0.94831     0.95091],Good,Good,0.98
2025-01-21,2025-01-21_10_16_08_(18766)_sardine_input.jpeg,(18766)_(1),2,[    0.92281     0.93217],Good,Good,0.988
2025-01-21,2025-01-21_10_16_08_(18766)_sardine_input.jpeg,(18766)_(2),2,[    0.92281     0.93217],Good,Bad,Softness-0.4869999885559082
2025-01-21,2025-01-21_10_34_52_(18847)_sardine_input.jpeg,(18847)_(1),2,[    0.92844     0.95479],Good,Good,0.952
2025-01-21,2025-01-21_10_34_52_(18847)_sardine_input.jpeg,(18847)_(2),2,[    0.92844     0.95479],Good,Good,0.639
2025-01-21,2025-01-21_10_35_40_(18852)_sardine_input.jpeg,(18852)_(1),2,[    0.94147     0.95206],Good,Bad,Softness-0.2329999953508377
2025-01-21,2025-01-21_10_35_40_(18852)_sardine_input.jpeg,(18852)_(2),2,[    0.94147     0.95206],Good,Good,0.507
2025-01-21,2025-01-21_10_53_00_(18875)_sardine_input.jpeg,(18875)_(1),2,[    0.94037     0.93333],Good,Good,0.725
